,AT,BG,ES,FI,FR,GR,HR,IT,LT,LV,ME,MK,NO,PT,RO,RS,SE,SI
2014-12-28 00:00:00+00:00,,2056910.0,11822819.0,3455000.0,2737368.0,,1000110.0,,9376.0,10114.0,555.0,,55533000.0,,1799900.0,,19854000.0,2600.0
2015-01-04 00:00:00+00:00,1019454.0,1970971.0,11646669.0,3406000.0,2648112.0,,952270.0,4089547.0,9357.0,10179.0,255695.0,,53780000.0,2060343.0,1721600.0,,19180000.0,2600.0
2015-01-11 00:00:00+00:00,996580.0,1921031.0,11517257.0,3324000.0,2622624.0,,918570.0,3995003.0,10615.0,9413.0,236741.0,,51907000.0,1970600.0,1658700.0,,18458000.0,2600.0
2015-01-18 00:00:00+00:00,901223.0,1923410.0,11530991.0,3209000.0,2456362.0,,1002390.0,3819341.0,9136.0,8498.0,310731.0,,49084000.0,1923543.0,1638400.0,,17283000.0,2600.0
2015-01-25 00:00:00+00:00,826717.0,1987682.0,11702803.0,3127000.0,2289749.0,,1085170.0,3677635.0,10351.0,8620.0,326837.0,,46803000.0,1911900.0,1600700.0,,16448000.0,2600.0
2015-02-01 00:00:00+00:00,756969.0,2040314.0,11955294.0,2986000.0,2121193.0,,1161580.0,3597316.0,9722.0,8917.0,336913.0,,44087000.0,1937971.0,1549300.0,,15350000.0,2600.0
2015-02-08 00:00:00+00:00,700708.0,2037570.0,12089415.0,2818000.0,1832396.0,,1144610.0,3443124.0,9217.0,7572.0,228170.0,,42114000.0,2033514.0,1476800.0,,14769000.0,2600.0
2015-02-15 00:00:00+00:00,639712.0,2002016.0,12208680.0,2664000.0,1642339.0,,1122470.0,3238967.0,9268.0,8051.0,289156.0,,40447000.0,2016329.0,1405400.0,,13946000.0,2600.0
2015-02-22 00:00:00+00:00,593897.0,2010502.0,12379117.0,2543000.0,1498497.0,,1235590.0,3122172.0,9623.0,9841.0,311510.0,,38639000.0,2051386.0,1341600.0,,13062000.0,2600.0
2015-03-01 00:00:00+00:00,571460.0,2015503.0,12653460.0,2433000.0,1632116.0,,1247290.0,3032929.0,11919.0,9019.0,321157.0,,36967000.0,2068886.0,1316200.0,,12118000.0,2600.0
2015-03-08 00:00:00+00:00,547116.0,1972187.0,12812422.0,2344000.0,1314307.0,,1233900.0,2967385.0,10964.0,8149.0,312066.0,,35389000.0,2080386.0,1258300.0,,11178000.0,2600.0
2015-03-15 00:00:00+00:00,502729.0,1917192.0,12471119.0,2241000.0,1211849.0,,1190850.0,2886573.0,10644.0,7582.0,303447.0,,33219000.0,2066971.0,1218900.0,,10133000.0,2600.0
2015-03-22 00:00:00+00:00,461525.0,1919663.0,12746394.0,2141000.0,1111858.0,,1210810.0,2825301.0,7955.0,4700.0,318195.0,,31043000.0,2033314.0,1217800.0,,9256000.0,2600.0
2015-03-29 00:00:00+00:00,434975.0,1949647.0,12966701.0,2065000.0,1112498.0,,1207540.0,2920310.0,7585.0,5169.0,323267.0,,29108000.0,4038929.0,1280500.0,,8432000.0,2600.0
2015-04-05 00:00:00+00:00,409701.0,1929052.0,12820365.0,2044000.0,1120162.0,,1153590.0,2909423.0,9327.0,5848.0,317184.0,,27718000.0,1976443.0,1259600.0,,7944000.0,2600.0
2015-04-12 00:00:00+00:00,404410.0,1942343.0,12215143.0,2138000.0,1134908.0,,1008110.0,2841242.0,9490.0,6083.0,336838.0,,26492000.0,1952686.0,1330000.0,,7650000.0,2600.0
2015-04-19 00:00:00+00:00,393227.0,1939855.0,12242778.0,2328000.0,1191820.0,,1112620.0,2813414.0,10536.0,3199.0,354984.0,,26026000.0,1945071.0,1411900.0,,7991000.0,2600.0
2015-04-26 00:00:00+00:00,367209.0,1981652.0,13229237.0,2539000.0,1254809.0,,1093640.0,2814636.0,6443.0,2711.0,379477.0,,24829000.0,1979643.0,1580900.0,,8165000.0,2600.0
2015-05-03 00:00:00+00:00,412213.0,2088415.0,13438359.0,3010000.0,1518660.0,,1070810.0,2878991.0,9960.0,3175.0,385073.0,,25457000.0,2085414.0,1759300.0,,9568000.0,2600.0
2015-05-10 00:00:00+00:00,502374.0,2143595.0,13371999.0,3929000.0,1720675.0,,1036350.0,3060152.0,10363.0,2719.0,381712.0,,27086000.0,2113114.0,1833200.0,,11564000.0,2600.0
2015-05-17 00:00:00+00:00,571841.0,2208288.0,13139344.0,4227000.0,1917460.0,,1017460.0,3360977.0,7878.0,3263.0,387583.0,,27913000.0,2107100.0,1852400.0,,13216000.0,2600.0
2015-05-24 00:00:00+00:00,579440.0,2240914.0,12973505.0,4378000.0,1916174.0,,988680.0,3534460.0,7907.0,2975.0,393186.0,,29475000.0,2072543.0,1875400.0,,15687000.0,2600.0
2015-05-31 00:00:00+00:00,676265.0,2237831.0,12640709.0,4441000.0,2052323.0,,954220.0,3566479.0,9002.0,2412.0,393691.0,,32335000.0,2039143.0,1882400.0,,18867000.0,2600.0
2015-06-07 00:00:00+00:00,797835.0,2213308.0,12387195.0,4439000.0,2229232.0,,924120.0,3847809.0,9483.0,2518.0,387615.0,,35345000.0,2000714.0,1858900.0,,20434000.0,2600.0
2015-06-14 00:00:00+00:00,906370.0,2173502.0,12104154.0,4472000.0,2405020.0,,924120.0,4124111.0,8745.0,4044.0,387186.0,,37853000.0,1985386.0,1854300.0,,21232000.0,2600.0
2015-06-21 00:00:00+00:00,943975.0,2152535.0,12111641.0,4512000.0,2498453.0,,852120.0,4271559.0,8241.0,4996.0,388621.0,,41611000.0,1945757.0,1866000.0,,23010000.0,2600.0
2015-06-28 00:00:00+00:00,980300.0,2110752.0,11833445.0,4505000.0,2492731.0,,811450.0,4295064.0,8825.0,7927.0,381349.0,,47242000.0,1910143.0,1904100.0,,24601000.0,2600.0
2015-07-05 00:00:00+00:00,1067215.0,2042117.0,11469927.0,4464000.0,2532015.0,,772390.0,4357503.0,10362.0,8179.0,355391.0,,54074000.0,1880486.0,1883800.0,,26647000.0,2600.0
2015-07-12 00:00:00+00:00,1144892.0,1970978.0,11073847.0,4375000.0,2555627.0,,723210.0,4348769.0,8297.0,8019.0,321236.0,,57693000.0,1848357.0,1850800.0,,27690000.0,2600.0
2015-07-19 00:00:00+00:00,1223703.0,1856417.0,10735752.0,4359000.0,2543616.0,,678930.0,4236126.0,7941.0,8572.0,274243.0,,60958000.0,1820629.0,1794600.0,,28659000.0,2600.0
2015-07-26 00:00:00+00:00,1366889.0,1751765.0,10119042.0,4453000.0,2573500.0,,648130.0,4097836.0,8581.0,8503.0,268644.0,,63654000.0,1787914.0,1751100.0,,30191000.0,2600.0
2015-08-02 00:00:00+00:00,1462726.0,1719408.0,10237140.0,4437000.0,2610486.0,,622000.0,4003679.0,7814.0,7430.0,265128.0,,66488000.0,1755443.0,1703800.0,,30449000.0,
2015-08-09 00:00:00+00:00,1473223.0,1650611.0,9992493.0,4382000.0,2638154.0,,597360.0,3984800.0,7060.0,6651.0,250865.0,,68749000.0,1729729.0,1626200.0,,30435000.0,2600.0
2015-08-16 00:00:00+00:00,1478931.0,1613175.0,9784539.0,4228000.0,2683473.0,,575230.0,4061448.0,7837.0,8287.0,249450.0,,70520000.0,1703971.0,1639800.0,,30033000.0,2600.0
2015-08-23 00:00:00+00:00,1511025.0,1563909.0,9598408.0,4152000.0,2707234.0,,541500.0,4117710.0,6902.0,8331.0,243362.0,,73339000.0,1692400.0,1572800.0,,30003000.0,2600.0
2015-08-30 00:00:00+00:00,1486696.0,1528224.0,9364915.0,4082000.0,2670356.0,,520140.0,4129968.0,7872.0,10005.0,203123.0,,74646000.0,1666400.0,1516400.0,,29785000.0,2600.0
2015-09-06 00:00:00+00:00,1509042.0,1494284.0,9169785.0,4020000.0,2656060.0,,487070.0,4026236.0,6690.0,9411.0,180509.0,,74047000.0,1649886.0,1497400.0,,29093000.0,2600.0
2015-09-13 00:00:00+00:00,1434126.0,1434425.0,9105089.0,4031000.0,2653075.0,,465920.0,4033165.0,8246.0,10091.0,161031.0,,75719000.0,1690886.0,1426100.0,,29515000.0,2600.0
2015-09-20 00:00:00+00:00,1467245.0,1368077.0,8977424.0,4132000.0,2680678.0,,452810.0,4126445.0,6582.0,9351.0,153665.0,,76036000.0,1705843.0,1385800.0,,30044000.0,2600.0
2015-09-27 00:00:00+00:00,1491371.0,1337087.0,8724451.0,4115000.0,2644538.0,,433460.0,4107069.0,8761.0,9929.0,152146.0,,76191000.0,1664200.0,1446600.0,,30694000.0,2600.0
2015-10-04 00:00:00+00:00,1461989.0,1329061.0,8669879.0,4049000.0,2621532.0,,439860.0,4106403.0,6271.0,8866.0,145697.0,,75205000.0,1707629.0,1422600.0,,30341000.0,2600.0
2015-10-11 00:00:00+00:00,1440719.0,1319529.0,8604785.0,3979000.0,2591506.0,,621270.0,4038372.0,5994.0,6847.0,190498.0,,73925000.0,1680557.0,1476700.0,,29741000.0,2600.0
2015-10-18 00:00:00+00:00,1414479.0,1294702.0,8569837.0,3968000.0,2493778.0,,695010.0,4164017.0,7571.0,8699.0,229630.0,,73489000.0,1665429.0,1521100.0,,29323000.0,2600.0
2015-10-25 00:00:00+00:00,1384864.0,1279667.0,8598926.0,3952000.0,2409220.0,,681600.0,4056063.0,9330.0,11167.0,230876.0,,72651000.0,,1486300.0,,28725000.0,2600.0
2015-11-01 00:00:00+00:00,1350070.0,1277047.0,8875342.0,3926000.0,2394525.0,,665840.0,4000209.0,7897.0,9970.0,224341.0,,72148000.0,1708286.0,1420900.0,,28638000.0,2600.0
2015-11-08 00:00:00+00:00,1316621.0,1288817.0,8934039.0,3954000.0,2392543.0,,635110.0,3906385.0,9197.0,10952.0,211430.0,,72314000.0,1793629.0,1364700.0,,28218000.0,2600.0
2015-11-15 00:00:00+00:00,1287734.0,1289607.0,8779967.0,3948000.0,2344375.0,,612040.0,3782081.0,9272.0,10586.0,209369.0,,70592000.0,1835829.0,1318900.0,,27372000.0,2600.0
2015-11-22 00:00:00+00:00,1238403.0,1363112.0,8718362.0,3955000.0,2287176.0,,645260.0,3790472.0,8948.0,9794.0,234132.0,,69397000.0,1824471.0,1336100.0,,26620000.0,2600.0
2015-11-29 00:00:00+00:00,1185974.0,1383015.0,8676998.0,4022000.0,2249053.0,,615880.0,3712352.0,9419.0,9862.0,230881.0,,69670000.0,1809514.0,1348700.0,,26130000.0,2600.0
2015-12-06 00:00:00+00:00,1156756.0,1361722.0,8644764.0,4086000.0,2214811.0,,581700.0,3629521.0,8895.0,10054.0,219903.0,,69344000.0,1782414.0,1311700.0,,25381000.0,2600.0
2015-12-13 00:00:00+00:00,1105643.0,1328626.0,8596501.0,4148000.0,2108071.0,,559070.0,3561312.0,8083.0,8389.0,184030.0,,68811000.0,1774357.0,1237200.0,,24619000.0,2600.0
2015-12-20 00:00:00+00:00,1088965.0,1310921.0,8556639.0,4236000.0,2064510.0,,538000.0,3463109.0,11031.0,9570.0,208088.0,,69372000.0,1818457.0,1187700.0,,24625000.0,2600.0
2015-12-27 00:00:00+00:00,1080233.0,1303041.0,6785080.0,4212000.0,2031601.0,,518720.0,3418132.0,10433.0,8268.0,208088.0,,67753000.0,1857829.0,,,23841000.0,2600.0
2016-01-03 00:00:00+00:00,1045237.0,1297797.0,9381083.0,4110000.0,1978425.0,,541430.0,3374509.0,6252.0,9321.0,193580.0,,64794000.0,1927800.0,1044700.0,,22522000.0,2600.0
2016-01-10 00:00:00+00:00,1020559.0,1397112.0,10883109.0,3996000.0,2042176.0,,654800.0,3477282.0,7709.0,10733.0,234285.0,,61602000.0,2198557.0,1092900.0,,21203000.0,2600.0
2016-01-17 00:00:00+00:00,988529.0,1455754.0,11173326.0,3840000.0,1893646.0,,658480.0,3417821.0,9169.0,9251.0,,,58191000.0,2490071.0,1023600.0,,19811000.0,2600.0
2016-01-24 00:00:00+00:00,952521.0,1440299.0,11207337.0,3746000.0,1812965.0,,635570.0,3294486.0,10504.0,10209.0,233899.0,,56952000.0,2469386.0,963400.0,,18956000.0,2600.0
2016-01-31 00:00:00+00:00,946382.0,1459020.0,11070335.0,3598000.0,1808771.0,,609650.0,3132372.0,9762.0,9954.0,247069.0,,55234000.0,2479986.0,984500.0,,17939000.0,2600.0
2016-02-07 00:00:00+00:00,909004.0,1486760.0,11357441.0,3518000.0,1748370.0,,720760.0,3088368.0,8759.0,8739.0,438382.0,,52787000.0,2468486.0,990400.0,,16813000.0,2600.0
2016-02-14 00:00:00+00:00,844510.0,1550295.0,12031171.0,3360000.0,1645290.0,,864660.0,3097336.0,9511.0,9374.0,331292.0,,50219000.0,2591243.0,1063800.0,,15513000.0,2600.0
2016-02-21 00:00:00+00:00,787908.0,1592567.0,12031402.0,3171000.0,1523088.0,,907710.0,3071684.0,9674.0,8712.0,375186.0,,47410000.0,2725714.0,1131300.0,,14183000.0,2600.0
2016-02-28 00:00:00+00:00,714025.0,1624140.0,12049213.0,2964000.0,1368108.0,,981480.0,2912456.0,9811.0,7745.0,407900.0,,44505000.0,2684086.0,1161200.0,,12875000.0,2600.0
2016-03-06 00:00:00+00:00,634969.0,1662614.0,12036284.0,2784000.0,1308303.0,,1036640.0,2877488.0,8969.0,7307.0,436963.0,,41456000.0,2660967.0,1193600.0,,11665000.0,2600.0
2016-03-13 00:00:00+00:00,550396.0,1702455.0,11848066.0,2601000.0,1165647.0,,1027330.0,2812377.0,9335.0,6033.0,434365.0,,39364000.0,2632686.0,1178400.0,,10836000.0,2600.0
2016-03-20 00:00:00+00:00,449762.0,1767923.0,11817160.0,2439000.0,1032395.0,,1034120.0,2790665.0,7053.0,4288.0,449894.0,,37478000.0,2577557.0,1176600.0,,10001000.0,2600.0
2016-03-27 00:00:00+00:00,436803.0,1818909.0,12244664.0,2332000.0,993525.0,,1033280.0,2713632.0,9612.0,7781.0,462238.0,,35976000.0,5219757.0,1214100.0,,9326000.0,2600.0
2016-04-03 00:00:00+00:00,433903.0,1890117.0,12414712.0,2350000.0,1023632.0,,1022930.0,2699586.0,8774.0,7002.0,464085.0,,34504000.0,2679243.0,1318400.0,,8976000.0,2600.0
2016-04-10 00:00:00+00:00,422118.0,1953357.0,12550259.0,2433000.0,1039776.0,,1023250.0,2747284.0,7970.0,7777.0,457307.0,,32801000.0,2666086.0,1503200.0,,8566000.0,2600.0
2016-04-17 00:00:00+00:00,397331.0,2006184.0,13112404.0,2589000.0,1087120.0,,996890.0,2783594.0,8956.0,4314.0,448461.0,,31593000.0,2854014.0,1639500.0,,8241000.0,2600.0
2016-04-24 00:00:00+00:00,373351.0,2013872.0,13217848.0,2971000.0,1079049.0,,989150.0,2774551.0,7104.0,2654.0,450299.0,,29923000.0,2844943.0,1697900.0,,8180000.0,2600.0
2016-05-01 00:00:00+00:00,367185.0,2038944.0,13093247.0,3608000.0,1078797.0,,1006530.0,2821558.0,10554.0,2851.0,462636.0,,30014000.0,2811186.0,1760200.0,,9424000.0,2600.0
2016-05-08 00:00:00+00:00,391199.0,2085468.0,13476160.0,4024000.0,1190531.0,,1013530.0,2752590.0,10181.0,2347.0,451428.0,,,2893971.0,1856000.0,,11416000.0,2600.0
2016-05-15 00:00:00+00:00,392256.0,2112578.0,13674197.0,4174000.0,1355507.0,,1008590.0,2903655.0,8432.0,2135.0,342216.0,,33688000.0,2897771.0,1995700.0,,12671000.0,
2016-05-22 00:00:00+00:00,423614.0,2150791.0,13554370.0,4228000.0,1498294.0,,997390.0,3005766.0,7881.0,2193.0,454885.0,,38549000.0,2848071.0,2162300.0,,15548000.0,
2016-05-29 00:00:00+00:00,518826.0,2146202.0,13519124.0,4189000.0,1723111.0,,988410.0,2932447.0,7978.0,2048.0,458392.0,,45833000.0,2815871.0,2328600.0,,17763000.0,2600.0
2016-06-05 00:00:00+00:00,596714.0,2145151.0,13345050.0,4182000.0,1902719.0,,971680.0,3218069.0,7546.0,2675.0,449306.0,,49092000.0,2756129.0,2441200.0,,18310000.0,2600.0
2016-06-12 00:00:00+00:00,719299.0,2137333.0,13219967.0,4236000.0,2131614.0,,968170.0,3660455.0,6873.0,5085.0,458620.0,,51242000.0,2734229.0,2566700.0,,18748000.0,2600.0
2016-06-19 00:00:00+00:00,832085.0,2073122.0,13036121.0,4254000.0,2271954.0,,955790.0,3902844.0,8417.0,8272.0,480803.0,,54369000.0,2697043.0,2593800.0,,19417000.0,2600.0
2016-06-26 00:00:00+00:00,965186.0,2008528.0,12774619.0,4217000.0,2424740.0,,937000.0,4230585.0,7482.0,8433.0,431306.0,,58018000.0,2646229.0,2614700.0,,20321000.0,2600.0
2016-07-03 00:00:00+00:00,1086292.0,1940041.0,12509542.0,4317000.0,2595652.0,,911740.0,4327272.0,8576.0,8552.0,418342.0,,59329000.0,2607700.0,2621300.0,,20916000.0,2600.0
2016-07-10 00:00:00+00:00,1189228.0,1891137.0,12200938.0,4350000.0,2689942.0,,888990.0,4397487.0,7745.0,8373.0,404230.0,,60932000.0,2544600.0,2624000.0,,21301000.0,2600.0
2016-07-17 00:00:00+00:00,1227339.0,1854579.0,11874044.0,4314000.0,2746988.0,,865610.0,4408894.0,9509.0,7365.0,401819.0,,62061000.0,2486229.0,2641200.0,,21271000.0,2600.0
2016-07-24 00:00:00+00:00,1213870.0,1795318.0,11540088.0,4317000.0,2774693.0,,842300.0,4318213.0,8143.0,8331.0,384135.0,,63807000.0,2424957.0,2603400.0,,21423000.0,2600.0
2016-07-31 00:00:00+00:00,1256775.0,1748972.0,11146457.0,4385000.0,2815144.0,,812220.0,4374477.0,9345.0,7998.0,372200.0,,64991000.0,2370429.0,2612300.0,,21880000.0,2600.0
2016-08-07 00:00:00+00:00,1380409.0,1722288.0,10773235.0,4343000.0,2845905.0,,781880.0,4373600.0,10779.0,8671.0,365504.0,,66996000.0,2329471.0,2597000.0,,22403000.0,2600.0
2016-08-14 00:00:00+00:00,1461695.0,1688353.0,10415171.0,4326000.0,2843018.0,,747070.0,4389058.0,10653.0,8448.0,356258.0,,67029000.0,2274929.0,2565100.0,,22456000.0,2600.0
2016-08-21 00:00:00+00:00,1475904.0,1653310.0,10050679.0,4323000.0,2826938.0,,713800.0,4407545.0,10159.0,7604.0,341918.0,,67724000.0,2226157.0,2513800.0,,22647000.0,2600.0
2016-08-28 00:00:00+00:00,1462535.0,1622257.0,9667497.0,4323000.0,2746637.0,,678170.0,4374239.0,10377.0,9155.0,317830.0,,68720000.0,2160829.0,2429400.0,,23003000.0,2600.0
2016-09-04 00:00:00+00:00,1479219.0,1590147.0,9268747.0,4255000.0,2675879.0,,653460.0,4294015.0,10083.0,8824.0,292470.0,,69235000.0,2061129.0,2351300.0,,23302000.0,2600.0
2016-09-11 00:00:00+00:00,1490842.0,1562331.0,9027597.0,4194000.0,2580900.0,,585100.0,4272130.0,9909.0,9134.0,268620.0,,69411000.0,1993714.0,2270200.0,,23383000.0,2600.0
